Wall time,Step,Value
1779717932.3209689,0,0.0004444444493856281
1779717934.8037026,1,0.001500000013038516
1779717937.263616,2,0.003375000087544322
1779717939.7244887,3,0.003375000087544322
1779717942.098543,4,0.003375000087544322
1779717944.4905636,5,0.0022499999031424522
1779717946.9172006,6,0.003375000087544322
1779717949.3715682,7,0.005062500014901161
1779717954.6724257,8,0.0022499999031424522
1779717956.1334913,9,0.003375000087544322
1779717957.571826,10,0.0022499999031424522
1779717959.0181677,11,0.0010000000474974513
1779717960.4295316,12,0.001500000013038516
1779717961.8228223,13,0.0010000000474974513
1779717963.2091937,14,0.0006666666595265269
1779717964.670055,15,0.0006666666595265269
1779717966.1495206,16,0.0010000000474974513
1779717967.631386,17,0.0006666666595265269
1779717969.1328764,18,0.0010000000474974513
1779717970.6832137,19,0.0010000000474974513
1779717972.1960745,20,0.001500000013038516
1779717973.7954142,21,0.0010000000474974513
1779717975.3018134,22,0.001500000013038516
1779717976.8446834,23,0.0010000000474974513
1779717978.3657649,24,0.0010000000474974513
1779717979.865842,25,0.0010000000474974513
1779717981.3423789,26,0.0010000000474974513
1779717982.8093417,27,0.0004444444493856281
1779717984.255904,28,0.0004444444493856281
1779717985.7362087,29,0.0006666666595265269
1779717987.2089927,30,0.0010000000474974513
1779717988.687066,31,0.0006666666595265269
1779717990.10564,32,0.0004444444493856281
1779717991.4923894,33,0.0006666666595265269
1779717992.8923962,34,0.0010000000474974513
1779717994.2526343,35,0.0010000000474974513
1779717995.6165624,36,0.0006666666595265269
1779717996.9298353,37,0.0004444444493856281
1779717998.179629,38,0.0004444444493856281
1779717999.5667295,39,0.0004444444493856281
1779718000.9800186,40,0.0010000000474974513
1779718002.4609027,41,0.0004444444493856281
1779718003.915258,42,0.0004444444493856281
1779718005.343083,43,0.0006666666595265269
1779718006.8234725,44,0.0010000000474974513
1779718008.3168826,45,0.0006666666595265269
1779718009.7847285,46,0.0006666666595265269
1779718011.226123,47,0.001500000013038516
1779718012.6644554,48,0.0006666666595265269
1779718014.1473098,49,0.0010000000474974513
1779718015.6472208,50,0.0010000000474974513
1779718017.171579,51,0.0006666666595265269
1779718018.6208732,52,0.0006666666595265269
1779718020.1312268,53,0.0006666666595265269
